iter	Logloss
410	0.5368379736
411	0.5368161234
412	0.5367709587
413	0.5367353353
414	0.536693093
415	0.5366294369
416	0.5365704848
417	0.536545124
418	0.5365114618
419	0.5364660166
420	0.5364135627
421	0.5363430845
422	0.5362749306
423	0.536253727
424	0.5362353839
425	0.5361891389
426	0.5361337789
427	0.5361048531
428	0.5360668545
429	0.5360426383
430	0.5360214404
431	0.5359652001
432	0.5358958861
433	0.5358632626
434	0.5358227334
435	0.5357861587
436	0.5357629253
437	0.5357431989
438	0.5357106376
439	0.535650056
440	0.5356236326
441	0.5355714313
442	0.5355170587
443	0.5354761802
444	0.5354291191
445	0.5353809026
446	0.5353350433
447	0.5353076257
448	0.5352787215
449	0.5352268586
450	0.5351846229
451	0.5351312918
452	0.5350872358
453	0.5350433944
454	0.5349968418
455	0.5349646614
456	0.5349181414
457	0.5348697766
458	0.5348413735
459	0.534815034
460	0.5347666823
461	0.5347393426
462	0.5346929972
463	0.5346644717
464	0.5346208239
465	0.5346129631
466	0.5346089319
467	0.5345720098
468	0.5345630741
469	0.5345318186
470	0.5345021334
471	0.5344673467
472	0.5344226756
473	0.5343842209
474	0.5343563593
475	0.5343193691
476	0.5342908243
477	0.5342585301
478	0.5342193511
479	0.5342042197
480	0.5341730429
481	0.5341398828
482	0.5340964319
483	0.5340612623
484	0.5339985536
485	0.5339889178
486	0.5339532764
487	0.5339269781
488	0.5338870975
489	0.5338277576
490	0.5337622327
491	0.5337262266
492	0.5337136029
493	0.5336660932
494	0.5336258545
495	0.5335666757
496	0.5335433187
497	0.5335218691
498	0.5334918575
499	0.5334607169
500	0.5334284792
501	0.5333969996
502	0.5333613658
503	0.5333161812
504	0.5333073156
505	0.5332556449
506	0.5332061202
507	0.533170148
508	0.5331287325
509	0.5331154042
510	0.5330861019
511	0.5330554977
512	0.5330063847
513	0.532962226
514	0.5329294539
515	0.5329132437
516	0.5329102511
517	0.5328607281
518	0.5328195299
519	0.5327739831
520	0.5327530726
521	0.5327126999
522	0.5326516868
523	0.5326066637
524	0.532569651
525	0.5325388993
526	0.5325163896
527	0.5324924995
528	0.5324354944
529	0.532373304
530	0.5323240914
531	0.5323118455
532	0.532269381
533	0.5322242936
534	0.5321866833
535	0.5321378255
536	0.5320886327
537	0.5320552906
538	0.5320213213
539	0.5319958678
540	0.5319489852
541	0.5319123062
542	0.5318886608
543	0.5318667771
544	0.5318152686
545	0.5317924454
546	0.5317531526
547	0.5317104196
548	0.5316598409
549	0.5316467267
550	0.5316209114
551	0.5315929804
552	0.5315483615
553	0.5314866427
554	0.5314740112
555	0.5314252871
556	0.5314131894
557	0.5313511044
558	0.5312995705
559	0.5312695787
560	0.5312423204
561	0.5312197202
562	0.5311641914
563	0.5311333115
564	0.5311308495
565	0.5311226954
566	0.5311011033
567	0.5310783702
568	0.5310465587
569	0.5310258107
570	0.530979855
571	0.5309497188
572	0.530919633
573	0.5308897519
574	0.5308580818
575	0.53083149
576	0.5307803484
577	0.5307422572
578	0.5307114064
579	0.5306556
580	0.5306450959
581	0.5306097573
582	0.5305834806
583	0.530561066
584	0.5305363397
585	0.5305090496
586	0.5304909605
587	0.5304676695
588	0.5304550478
589	0.530409876
590	0.5303880014
591	0.5303705418
592	0.530308775
593	0.5302764209
594	0.5302554941
595	0.5302173357
596	0.5301879414
597	0.5301698731
598	0.5301431368
599	0.5301015731
600	0.5300830443
601	0.5300493771
602	0.530000395
603	0.5299539521
604	0.529930872
605	0.5298796398
606	0.52984039
607	0.5298167658
608	0.5297826937
609	0.5297427288
610	0.5297330082
611	0.5296998641
612	0.5296572164
613	0.5296216987
614	0.5296111498
615	0.529596899
616	0.5295543044
617	0.5295269622
618	0.5294939289
619	0.5294749764
620	0.5294435908
621	0.5294016371
622	0.5293504488
623	0.5293310896
624	0.529293451
625	0.5292438354
626	0.5292289269
627	0.5291913842
628	0.5291600432
629	0.5291117742
630	0.5291098853
631	0.5290961542
632	0.5290656242
633	0.5290611883
634	0.5290453547
635	0.5290310056
636	0.5290041601
637	0.5289724833
638	0.5289635479
639	0.528916472
640	0.5289045068
641	0.5288779703
642	0.5288605455
643	0.5288142108
644	0.5287680309
645	0.5287194377
646	0.528709144
647	0.5286589898
648	0.5286270682
649	0.5285845756
650	0.5285397637
651	0.5285115567
652	0.5284901417
653	0.5284640945
654	0.5284457364
655	0.5284058433
656	0.5283815157
657	0.5283385787
658	0.5283251422
659	0.528302938
660	0.5282737047
661	0.5282533174
662	0.5282181645
663	0.5281906037
664	0.5281872955
665	0.5281430095
666	0.5280959483
667	0.5280774992
668	0.5280532234
669	0.5280189673
670	0.5280058726
671	0.5279654598
672	0.5279599184
673	0.5279056186
674	0.5279019067
675	0.5278716569
676	0.5278455297
677	0.5278117534
678	0.527793488
679	0.5277536612
680	0.5277440029
681	0.5277189385
682	0.5277145878
683	0.5276941435
684	0.5276525864
685	0.5276398542
686	0.5276053206
687	0.5275744806
688	0.5275409774
689	0.5275209206
690	0.5275152091
691	0.5274903309
692	0.5274703498
693	0.5274445842
694	0.5274159417
695	0.5274058868
696	0.5273671037
697	0.5273505554
698	0.5273092591
699	0.5272588818
700	0.5272422183
701	0.5271990708
702	0.5271339001
703	0.527092211
704	0.5270584276
705	0.5270222936
706	0.5269896273
707	0.526949614
708	0.5269168663
709	0.5268934736
710	0.5268790748
711	0.5268302154
712	0.5267958417
713	0.5267810939
714	0.5267650208
715	0.526731189
716	0.5266997132
717	0.52668908
718	0.5266576494
719	0.5266321384
720	0.5266147984
721	0.5265735796
722	0.5265263715
723	0.5264924978
724	0.526472672
725	0.5264293058
726	0.5264132556
727	0.5263655839
728	0.5263363379
729	0.5263082997
730	0.526297031
731	0.5262719359
732	0.526232239
733	0.5262309026
734	0.5262157291
735	0.5261763918
736	0.5261318768
737	0.5261039323
738	0.5260590277
739	0.5260305209
740	0.5260000105
741	0.5259593539
742	0.5259252293
743	0.525881892
744	0.5258604579
745	0.5258419375
746	0.5258036688
747	0.5257505393
748	0.525721721
749	0.5256732528
750	0.5256458024
751	0.5256281455
752	0.5256068582
753	0.5255864635
754	0.5255558455
755	0.5255323382
756	0.5254980471
757	0.5254806437
758	0.525454416
759	0.5254338048
760	0.5254143071
761	0.5253764102
762	0.5253580718
763	0.5253248543
764	0.5252965131
765	0.5252788248
766	0.5252629609
767	0.5252311365
768	0.525206704
769	0.5251811546
770	0.5251355764
771	0.5251054983
772	0.5250949171
773	0.5250445104
774	0.5249972996
775	0.5249665437
776	0.5249507461
777	0.524931997
778	0.5249137097
779	0.5248885251
780	0.5248363774
781	0.5248055333
782	0.524757223
783	0.5247275725
784	0.5247150078
785	0.524681897
786	0.5246517332
787	0.5246363111
788	0.5245998883
789	0.5245917807
790	0.5245511113
791	0.5245033821
792	0.5244876998
793	0.5244391475
794	0.5244158287
795	0.5243542016
796	0.524332913
797	0.5243007403
798	0.5242643249
799	0.524228272
800	0.5241881511
801	0.5241535952
802	0.524124568
803	0.524096911
804	0.5240709774
805	0.5240484753
806	0.5240047578
807	0.5239751913
808	0.5239307295
809	0.5239230163
810	0.523903698
811	0.5238799702
812	0.5238465808
813	0.5238195369
814	0.5238115353
815	0.5237913111
816	0.5237637817
817	0.5237535525
818	0.5237350696
819	0.5237167725
820	0.5236946151
821	0.5236680176
822	0.5236341705
823	0.5236261983
824	0.5236033237
825	0.5235827717
826	0.5235283783
827	0.5234888984
828	0.5234844628
829	0.5234485462
830	0.5234271949
831	0.5233991636
832	0.5233749692
833	0.5233482508
834	0.5233187906
835	0.5232996261
836	0.5232414118
837	0.5232097548
838	0.5231942581
839	0.523163509
840	0.5231522677
841	0.5231091105
842	0.5230936803
843	0.5230510338
844	0.5230285089
845	0.5229892206
846	0.5229409793
847	0.5229055222
848	0.5228926563
849	0.5228570118
850	0.5228275012
851	0.5227997612
852	0.5227713552
853	0.5227418165
854	0.5226988393
855	0.5226816482
856	0.5226556978
857	0.5226208751
858	0.5226028984
859	0.5225872483
860	0.5225498161
861	0.5225259508
862	0.5224805879
863	0.5224305894
864	0.5224198059
865	0.5223726787
866	0.5223407379
867	0.5223217779
868	0.5222804191
869	0.5222622151
870	0.5222404315
871	0.5222051188
872	0.5221935516
873	0.5221516362
874	0.5221085536
875	0.5220559093
876	0.5220315665
877	0.5220019269
878	0.5219638977
879	0.5219233568
880	0.5218852816
881	0.5218603183
882	0.5218495791
883	0.5218348388
884	0.5217993595
885	0.5217788361
886	0.5217622815
887	0.5217143938
888	0.5216813234
889	0.5216466364
890	0.5216194058
891	0.5215703957
892	0.5215277386
893	0.5214933126
894	0.521448726
895	0.5214236789
896	0.5214029218
897	0.5213982976
898	0.5213626026
899	0.5213210063
900	0.5212852841
901	0.5212514263
902	0.5212142816
903	0.521175881
904	0.5211511578
905	0.5211156131
906	0.5210887592
907	0.5210481658
908	0.5210241403
909	0.5209965017
910	0.5209574171
911	0.5209428101
912	0.5208966986
913	0.5208582628
914	0.5208275012
915	0.5207729776
916	0.5207590508
917	0.5207259151
918	0.5206913194
919	0.5206462712
920	0.5206140148
921	0.5205878498
922	0.520546953
923	0.52053208
924	0.5205167932
925	0.5204871131
926	0.5204350917
927	0.520393802
928	0.5203843766
929	0.5203675725
930	0.5203419766
931	0.5203214744
932	0.5202872112
933	0.5202718404
934	0.5202403138
935	0.5202077208
936	0.520168712
937	0.520126665
938	0.5201112476
939	0.5200876899
940	0.5200421377
941	0.5200285319
942	0.5199728994
943	0.5199627113
944	0.5199423245
945	0.5199329212
946	0.5199104372
947	0.5198771025
948	0.5198436603
949	0.5197849782
950	0.5197295672
951	0.5196756397
952	0.5196460292
953	0.5196293696
954	0.5195971205
955	0.5195542053
956	0.5195450283
957	0.5195194045
958	0.5194450886
959	0.5194119834
960	0.5193594794
961	0.5193414843
962	0.5193114961
963	0.5192878631
964	0.5192528994
965	0.5192121224
966	0.5191769554
967	0.5191446756
968	0.519079116
969	0.5190572986
970	0.5190338055
971	0.5190164407
972	0.5189754145
973	0.5189564598
974	0.5189179297
975	0.5188908945
976	0.518846674
977	0.5188013671
978	0.5187941847
979	0.5187555299
980	0.5187341624
981	0.5187048948
982	0.5186858994
983	0.5186611306
984	0.5186108364
985	0.5185984627
986	0.5185840546
987	0.5185536954
988	0.5185377843
989	0.5185243074
990	0.5185093552
991	0.5184964507
992	0.5184696228
993	0.5184517946
994	0.5184287243
995	0.5183876229
996	0.5183563456
997	0.5183198199
998	0.5182819124
999	0.518260076
